bytes,startTime,endTime,time (s)
213000,6111.32,6111.32,0.000055822
214000,6111.32,6111.32,0.000056991
215000,6111.32,6111.32,0.000059368
216000,6111.32,6111.32,0.000058828
217000,6111.32,6111.32,0.000058553
218000,6111.33,6111.33,0.000059587
219000,6111.33,6111.33,0.000059581
220000,6111.33,6111.33,0.000056748
221000,6111.33,6111.33,0.000059187
222000,6111.33,6111.33,0.000059514
223000,6111.33,6111.33,0.000056999
224000,6111.33,6111.33,0.000056854
225000,6111.33,6111.33,0.000057955
226000,6111.33,6111.33,0.000058596
227000,6111.33,6111.33,0.000059958
228000,6111.33,6111.33,0.00005726
229000,6111.33,6111.33,0.000058124
230000,6111.33,6111.33,0.000058086
231000,6111.33,6111.33,0.000056948
232000,6111.33,6111.33,0.000056319
233000,6111.33,6111.33,0.000059737
234000,6111.33,6111.33,0.000058883
235000,6111.33,6111.33,0.000055894
236000,6111.33,6111.33,0.000056654
237000,6111.33,6111.33,0.000056058
238000,6111.33,6111.33,0.000056071
239000,6111.33,6111.33,0.000057763
240000,6111.33,6111.33,0.000044924
241000,6111.33,6111.33,0.00005559
242000,6111.33,6111.33,0.000044989
243000,6111.33,6111.33,0.000054394
244000,6111.33,6111.33,0.000055982
245000,6111.33,6111.33,0.000057172
246000,6111.33,6111.33,0.000058109
247000,6111.33,6111.33,0.000055746
248000,6111.33,6111.33,0.000057065
249000,6111.33,6111.33,0.000058288
250000,6111.33,6111.33,0.000056625
251000,6111.33,6111.33,0.000056474
252000,6111.33,6111.33,0.000057166
253000,6111.33,6111.33,0.000055601
254000,6111.33,6111.33,0.0000556
255000,6111.33,6111.33,0.000057743
256000,6111.33,6111.33,0.000061366
257000,6111.33,6111.33,0.00005326
258000,6111.33,6111.33,0.000055159
259000,6111.33,6111.33,0.000056509
260000,6111.33,6111.33,0.000057384
261000,6111.33,6111.33,0.000055138
262000,6111.33,6111.33,0.000056638
263000,6111.33,6111.33,0.000057178
264000,6111.33,6111.33,0.000054779
265000,6111.33,6111.33,0.000054759
266000,6111.33,6111.33,0.000055669
267000,6111.33,6111.33,0.000056161
268000,6111.33,6111.33,0.000056116
269000,6111.33,6111.33,0.000056511
270000,6111.33,6111.33,0.00005663
271000,6111.33,6111.33,0.00005611
272000,6111.33,6111.33,0.000055675
273000,6111.34,6111.34,0.000055837
274000,6111.34,6111.34,0.000052475
275000,6111.34,6111.34,0.000055745
276000,6111.34,6111.34,0.000054471
277000,6111.34,6111.34,0.000056187
278000,6111.34,6111.34,0.000107804
279000,6111.34,6111.34,0.000054551
280000,6111.34,6111.34,0.000056421
281000,6111.34,6111.34,0.000055381
282000,6111.34,6111.34,0.000055523
283000,6111.34,6111.34,0.000056652
284000,6111.34,6111.34,0.000055706
285000,6111.34,6111.34,0.000056306
286000,6111.34,6111.34,0.000056678
287000,6111.34,6111.34,0.000054533
288000,6111.34,6111.34,0.000054613
289000,6111.34,6111.34,0.000055169
290000,6111.34,6111.34,0.000056836
291000,6111.34,6111.34,0.000055579
292000,6111.34,6111.34,0.000045547
293000,6111.34,6111.34,0.000054924
294000,6111.34,6111.34,0.000044322
295000,6111.34,6111.34,0.000057653
296000,6111.34,6111.34,0.000054867
297000,6111.34,6111.34,0.000054027
298000,6111.34,6111.34,0.000054203
299000,6111.34,6111.34,0.000053837
300000,6111.34,6111.34,0.000053135
301000,6111.34,6111.34,0.000057079
302000,6111.34,6111.34,0.00005633
303000,6111.34,6111.34,0.000055099
304000,6111.34,6111.34,0.000056228
305000,6111.34,6111.34,0.000053634
306000,6111.34,6111.34,0.00005532
307000,6111.34,6111.34,0.000053346
308000,6111.34,6111.34,0.000055876
309000,6111.34,6111.34,0.00005416
310000,6111.34,6111.34,0.000056138
311000,6111.34,6111.34,0.000053768
312000,6111.34,6111.34,0.000055344
313000,6111.34,6111.34,0.000054421
314000,6111.34,6111.34,0.000055582
315000,6111.34,6111.34,0.000055871
316000,6111.34,6111.34,0.000053576
317000,6111.34,6111.34,0.000053061
318000,6111.34,6111.34,0.000054264
319000,6111.34,6111.34,0.000055511
320000,6111.34,6111.34,0.000053149
321000,6111.34,6111.34,0.000100898
322000,6111.34,6111.34,0.000041043
323000,6111.34,6111.34,0.000054247
324000,6111.34,6111.34,0.000041727
325000,6111.34,6111.34,0.000053792
326000,6111.34,6111.35,0.000043824
327000,6111.35,6111.35,0.000053046
328000,6111.35,6111.35,0.000053499
329000,6111.35,6111.35,0.00005553
330000,6111.35,6111.35,0.000053923
331000,6111.35,6111.35,0.000053678
332000,6111.35,6111.35,0.000054083
333000,6111.35,6111.35,0.000054097
334000,6111.35,6111.35,0.000054459
335000,6111.35,6111.35,0.000054662
336000,6111.35,6111.35,0.000053552
337000,6111.35,6111.35,0.000049808
338000,6111.35,6111.35,0.000052914
339000,6111.35,6111.35,0.000054749
340000,6111.35,6111.35,0.000054056
341000,6111.35,6111.35,0.000051497
342000,6111.35,6111.35,0.000082762
343000,6111.35,6111.35,0.000053799
344000,6111.35,6111.35,0.000052604
345000,6111.35,6111.35,0.000053715
346000,6111.35,6111.35,0.000053351
347000,6111.35,6111.35,0.000054116
348000,6111.35,6111.35,0.000050764
349000,6111.35,6111.35,0.000041876
350000,6111.35,6111.35,0.000053764
351000,6111.35,6111.35,0.000053825
352000,6111.35,6111.35,0.000052451
353000,6111.35,6111.35,0.000052665
354000,6111.35,6111.35,0.000052301
355000,6111.35,6111.35,0.000052784
356000,6111.35,6111.35,0.000054587
357000,6111.35,6111.35,0.000052611
358000,6111.35,6111.35,0.000052729
359000,6111.35,6111.35,0.000051766
360000,6111.35,6111.35,0.000053624
361000,6111.35,6111.35,0.000052457
362000,6111.35,6111.35,0.000079418
363000,6111.35,6111.35,0.000108483
364000,6111.35,6111.35,0.000051643
365000,6111.35,6111.35,0.000053532
366000,6111.35,6111.35,0.000054565
367000,6111.35,6111.35,0.000051811
368000,6111.35,6111.35,0.000050484
369000,6111.35,6111.35,0.000052317
370000,6111.35,6111.35,0.000053592
371000,6111.35,6111.35,0.000051139
372000,6111.35,6111.35,0.000051911
373000,6111.35,6111.35,0.00005001
374000,6111.35,6111.35,0.000095833
375000,6111.35,6111.35,0.000053537
376000,6111.35,6111.35,0.000053209
377000,6111.36,6111.36,0.000051211
378000,6111.36,6111.36,0.0000482
379000,6111.36,6111.36,0.000049174
380000,6111.36,6111.36,0.000050536
381000,6111.36,6111.36,0.000051702
382000,6111.36,6111.36,0.000043361
383000,6111.36,6111.36,0.000052719
384000,6111.36,6111.36,0.00005213
385000,6111.36,6111.36,0.000051897
386000,6111.36,6111.36,0.000049662
387000,6111.36,6111.36,0.000051267
388000,6111.36,6111.36,0.000051093
389000,6111.36,6111.36,0.000050962
390000,6111.36,6111.36,0.000050346
391000,6111.36,6111.36,0.00004979
392000,6111.36,6111.36,0.000050861
393000,6111.36,6111.36,0.000050423
394000,6111.36,6111.36,0.000050202
395000,6111.36,6111.36,0.000052735
396000,6111.36,6111.36,0.000051643
397000,6111.36,6111.36,0.000051238
398000,6111.36,6111.36,0.00004928
399000,6111.36,6111.36,0.000050387
400000,6111.36,6111.36,0.000049018
401000,6111.36,6111.36,0.000050759
402000,6111.36,6111.36,0.000063489
403000,6111.36,6111.36,0.00005153
404000,6111.36,6111.36,0.000047948
405000,6111.36,6111.36,0.000050312
406000,6111.36,6111.36,0.000049101
407000,6111.36,6111.36,0.000047245
408000,6111.36,6111.36,0.00010884
409000,6111.36,6111.36,0.00004894
410000,6111.36,6111.36,0.000096167
411000,6111.36,6111.36,0.000050613
412000,6111.36,6111.36,0.000050933
413000,6111.36,6111.36,0.000051067
414000,6111.36,6111.36,0.00004864
415000,6111.36,6111.36,0.00004872
416000,6111.36,6111.36,0.000051227
417000,6111.36,6111.36,0.000048302
418000,6111.36,6111.36,0.000049311
419000,6111.36,6111.36,0.000048502
420000,6111.36,6111.36,0.000049315
421000,6111.36,6111.36,0.00004915
422000,6111.36,6111.36,0.000048594
423000,6111.36,6111.36,0.000049667
424000,6111.36,6111.36,0.000050124
425000,6111.36,6111.36,0.000049682
426000,6111.36,6111.37,0.000049502
427000,6111.37,6111.37,0.00005001
428000,6111.37,6111.37,0.00005006
429000,6111.37,6111.37,0.00005009
430000,6111.37,6111.37,0.00004995
431000,6111.37,6111.37,0.000048417
432000,6111.37,6111.37,0.000048661
433000,6111.37,6111.37,0.000107195
434000,6111.37,6111.37,0.000104861
435000,6111.37,6111.37,0.000049297
436000,6111.37,6111.37,0.000107408
437000,6111.37,6111.37,0.000105578
438000,6111.37,6111.37,0.000049739
439000,6111.37,6111.37,0.000107402
440000,6111.37,6111.37,0.000049812
441000,6111.37,6111.37,0.000105127
442000,6111.37,6111.37,0.000106465
443000,6111.37,6111.37,0.000049531
444000,6111.37,6111.37,0.000106067
445000,6111.37,6111.37,0.000049563
446000,6111.37,6111.37,0.000095331
447000,6111.37,6111.37,0.000106529
448000,6111.37,6111.37,0.000104449
449000,6111.37,6111.37,0.000107043
450000,6111.37,6111.37,0.000106434
451000,6111.37,6111.37,0.000106502
452000,6111.37,6111.37,0.000108584
453000,6111.37,6111.37,0.000108482
454000,6111.37,6111.37,0.000108552
455000,6111.37,6111.37,0.000108376
456000,6111.37,6111.37,0.000108595
457000,6111.37,6111.37,0.000134862
458000,6111.37,6111.37,0.000102344
459000,6111.37,6111.37,0.000107725
460000,6111.37,6111.37,0.000109064
461000,6111.37,6111.37,0.000105805
462000,6111.37,6111.37,0.000108473
463000,6111.37,6111.37,0.000107939
464000,6111.37,6111.37,0.000107465
465000,6111.37,6111.37,0.000107033
466000,6111.37,6111.37,0.000094519
467000,6111.37,6111.37,0.000104833
468000,6111.37,6111.37,0.00009213
469000,6111.37,6111.37,0.000106703
470000,6111.38,6111.38,0.000108424
471000,6111.38,6111.38,0.00010692
472000,6111.38,6111.38,0.000105661
473000,6111.38,6111.38,0.000107033
474000,6111.38,6111.38,0.000054305
475000,6111.38,6111.38,0.000106801
476000,6111.38,6111.38,0.000106374
477000,6111.38,6111.38,0.000106657
478000,6111.38,6111.38,0.000105938
479000,6111.38,6111.38,0.000106563
480000,6111.38,6111.38,0.000106577
481000,6111.38,6111.38,0.000107049
482000,6111.38,6111.38,0.000106637
483000,6111.38,6111.38,0.000105489
484000,6111.38,6111.38,0.000106787
485000,6111.38,6111.38,0.000105592
486000,6111.38,6111.38,0.000104943
487000,6111.38,6111.38,0.000107255
488000,6111.38,6111.38,0.000107688
489000,6111.38,6111.38,0.000106561
490000,6111.38,6111.38,0.000110538
491000,6111.38,6111.38,0.000104479
492000,6111.38,6111.38,0.000096225
493000,6111.38,6111.38,0.000106719
494000,6111.38,6111.38,0.000105763
495000,6111.38,6111.38,0.000106698
496000,6111.38,6111.38,0.000107566
497000,6111.38,6111.38,0.000108045
498000,6111.38,6111.38,0.000107362
499000,6111.38,6111.38,0.000107922
500000,6111.38,6111.38,0.00010714
501000,6111.38,6111.38,0.000106425
502000,6111.38,6111.38,0.00010602
503000,6111.38,6111.38,0.000108934
504000,6111.38,6111.38,0.000105895
505000,6111.38,6111.38,0.000108075
506000,6111.38,6111.38,0.000095962
507000,6111.38,6111.38,0.000107148
508000,6111.38,6111.38,0.000106258
509000,6111.38,6111.38,0.000107877
510000,6111.38,6111.39,0.000105855
511000,6111.39,6111.39,0.000106525
512000,6111.39,6111.39,0.000104042
513000,6111.39,6111.39,0.000104333
514000,6111.39,6111.39,0.000105716
515000,6111.39,6111.39,0.000106381
516000,6111.39,6111.39,0.000107884
517000,6111.39,6111.39,0.000107456
518000,6111.39,6111.39,0.000106831
519000,6111.39,6111.39,0.000106044
520000,6111.39,6111.39,0.000106332
521000,6111.39,6111.39,0.00010558
522000,6111.39,6111.39,0.000077637
523000,6111.39,6111.39,0.000105313
524000,6111.39,6111.39,0.000106707
525000,6111.39,6111.39,0.000107577
526000,6111.39,6111.39,0.000105632
527000,6111.39,6111.39,0.000107429
528000,6111.39,6111.39,0.000104088
529000,6111.39,6111.39,0.000108208
530000,6111.39,6111.39,0.000105398
531000,6111.39,6111.39,0.000092777
532000,6111.39,6111.39,0.000105893
533000,6111.39,6111.39,0.000106581
534000,6111.39,6111.39,0.000106352
535000,6111.39,6111.39,0.000106966
536000,6111.39,6111.39,0.000106514
537000,6111.39,6111.39,0.000106296
538000,6111.39,6111.39,0.000166077
539000,6111.39,6111.39,0.000105104
540000,6111.39,6111.39,0.000106073
541000,6111.39,6111.39,0.000106893
542000,6111.39,6111.39,0.000105144
543000,6111.39,6111.39,0.000107712
544000,6111.39,6111.39,0.000105932
545000,6111.39,6111.39,0.000107097
546000,6111.39,6111.39,0.000098698
547000,6111.39,6111.39,0.000103994
548000,6111.39,6111.39,0.000093683
549000,6111.39,6111.39,0.000106475
550000,6111.4,6111.4,0.000105271
551000,6111.4,6111.4,0.000104886
552000,6111.4,6111.4,0.000104443
553000,6111.4,6111.4,0.000105334
554000,6111.4,6111.4,0.000103383
555000,6111.4,6111.4,0.000103556
556000,6111.4,6111.4,0.000107032
557000,6111.4,6111.4,0.000106963
558000,6111.4,6111.4,0.000104996
559000,6111.4,6111.4,0.00010353
560000,6111.4,6111.4,0.000103427
561000,6111.4,6111.4,0.000105422
562000,6111.4,6111.4,0.000103912
563000,6111.4,6111.4,0.000105753
564000,6111.4,6111.4,0.000103769
565000,6111.4,6111.4,0.000103986
566000,6111.4,6111.4,0.000104505
567000,6111.4,6111.4,0.000106257
568000,6111.4,6111.4,0.000106077
569000,6111.4,6111.4,0.000105018
570000,6111.4,6111.4,0.000102402
571000,6111.4,6111.4,0.000094382
572000,6111.4,6111.4,0.000104009
573000,6111.4,6111.4,0.000106097
574000,6111.4,6111.4,0.000107061
575000,6111.4,6111.4,0.000103428
576000,6111.4,6111.4,0.000103941
577000,6111.4,6111.4,0.000103205
578000,6111.4,6111.4,0.000105063
579000,6111.4,6111.4,0.000103704
580000,6111.4,6111.4,0.00010375
581000,6111.4,6111.4,0.000105712
582000,6111.4,6111.4,0.000108219
583000,6111.4,6111.4,0.000102414
584000,6111.4,6111.4,0.000103424
585000,6111.4,6111.4,0.000148917
586000,6111.4,6111.4,0.000099187
587000,6111.4,6111.4,0.00010555
588000,6111.4,6111.4,0.000103563
589000,6111.41,6111.41,0.000104781
590000,6111.41,6111.41,0.0001032
591000,6111.41,6111.41,0.000104496
592000,6111.41,6111.41,0.000105151
593000,6111.41,6111.41,0.000101767
594000,6111.41,6111.41,0.000102797
595000,6111.41,6111.41,0.000102553
596000,6111.41,6111.41,0.000102868
597000,6111.41,6111.41,0.000102179
598000,6111.41,6111.41,0.000104484
599000,6111.41,6111.41,0.000104408
600000,6111.41,6111.41,0.000104238
601000,6111.41,6111.41,0.000101783
602000,6111.41,6111.41,0.000103328
603000,6111.41,6111.41,0.000103211
604000,6111.41,6111.41,0.000104792
605000,6111.41,6111.41,0.000103149
606000,6111.41,6111.41,0.000103153
607000,6111.41,6111.41,0.000103591
608000,6111.41,6111.41,0.000105221
609000,6111.41,6111.41,0.000101692
610000,6111.41,6111.41,0.000103986
611000,6111.41,6111.41,0.000103004
612000,6111.41,6111.41,0.000102721
613000,6111.41,6111.41,0.000102034
614000,6111.41,6111.41,0.000104474
615000,6111.41,6111.41,0.000103576
616000,6111.41,6111.41,0.000102314
617000,6111.41,6111.41,0.000101931
618000,6111.41,6111.41,0.000100933
619000,6111.41,6111.41,0.000104642
620000,6111.41,6111.41,0.000101965
621000,6111.41,6111.41,0.000101162
622000,6111.41,6111.41,0.000103982
623000,6111.41,6111.41,0.000102542
624000,6111.41,6111.41,0.000101528
625000,6111.41,6111.41,0.000102045
626000,6111.41,6111.41,0.000102386
627000,6111.41,6111.41,0.000102226
628000,6111.41,6111.41,0.000102445
629000,6111.42,6111.42,0.000102403
630000,6111.42,6111.42,0.000101368
631000,6111.42,6111.42,0.000104201
632000,6111.42,6111.42,0.000107236
633000,6111.42,6111.42,0.000099542
634000,6111.42,6111.42,0.000103372
635000,6111.42,6111.42,0.000101705
636000,6111.42,6111.42,0.000101123
637000,6111.42,6111.42,0.000102535
638000,6111.42,6111.42,0.000100912
639000,6111.42,6111.42,0.000102589
640000,6111.42,6111.42,0.000103602
641000,6111.42,6111.42,0.000103131
642000,6111.42,6111.42,0.000103109
643000,6111.42,6111.42,0.00010036
644000,6111.42,6111.42,0.00010028
645000,6111.42,6111.42,0.000098947
646000,6111.42,6111.42,0.000098427
647000,6111.42,6111.42,0.000100692
648000,6111.42,6111.42,0.000116244
649000,6111.42,6111.42,0.000100082
650000,6111.42,6111.42,0.000101881
651000,6111.42,6111.42,0.000101358
652000,6111.42,6111.42,0.000102482
653000,6111.42,6111.42,0.000102228
654000,6111.42,6111.42,0.000100092
655000,6111.42,6111.42,0.000098568
656000,6111.42,6111.42,0.000091733
657000,6111.42,6111.42,0.000088128
658000,6111.42,6111.42,0.000102115
659000,6111.42,6111.42,0.000102558
660000,6111.42,6111.42,0.000101698
661000,6111.42,6111.42,0.000100747
662000,6111.42,6111.42,0.000106729
663000,6111.42,6111.42,0.000099866
664000,6111.42,6111.42,0.000088387
665000,6111.42,6111.42,0.000099795
666000,6111.42,6111.42,0.000101566
667000,6111.42,6111.43,0.000102438
668000,6111.43,6111.43,0.000100507
669000,6111.43,6111.43,0.000100125
670000,6111.43,6111.43,0.000100119
671000,6111.43,6111.43,0.000100626
672000,6111.43,6111.43,0.000102238
673000,6111.43,6111.43,0.000101597
674000,6111.43,6111.43,0.000099436
675000,6111.43,6111.43,0.000101353
676000,6111.43,6111.43,0.000099324
677000,6111.43,6111.43,0.00009975
678000,6111.43,6111.43,0.00010068
679000,6111.43,6111.43,0.000125419
680000,6111.43,6111.43,0.000100207
681000,6111.43,6111.43,0.000100871
682000,6111.43,6111.43,0.000101943
683000,6111.43,6111.43,0.000090266
684000,6111.43,6111.43,0.000098564
685000,6111.43,6111.43,0.000101653
686000,6111.43,6111.43,0.00010008
687000,6111.43,6111.43,0.000096812
688000,6111.43,6111.43,0.000098612
689000,6111.43,6111.43,0.000101524
690000,6111.43,6111.43,0.000099633
691000,6111.43,6111.43,0.000100962
692000,6111.43,6111.43,0.00010063
693000,6111.43,6111.43,0.000099635
694000,6111.43,6111.43,0.0000992
695000,6111.43,6111.43,0.000110161
696000,6111.43,6111.43,0.000101715
697000,6111.43,6111.43,0.000101048
698000,6111.43,6111.43,0.000101576
699000,6111.43,6111.43,0.000096603
700000,6111.43,6111.43,0.000085974
701000,6111.43,6111.43,0.000099619
702000,6111.43,6111.43,0.000100535
703000,6111.43,6111.43,0.000100123
704000,6111.43,6111.43,0.000099385
705000,6111.43,6111.43,0.000100246
706000,6111.43,6111.43,0.000100868
707000,6111.44,6111.44,0.000098145
708000,6111.44,6111.44,0.000099747
709000,6111.44,6111.44,0.000097483
710000,6111.44,6111.44,0.00010082
711000,6111.44,6111.44,0.000093694
712000,6111.44,6111.44,0.000099348
713000,6111.44,6111.44,0.000100362
714000,6111.44,6111.44,0.000100475
715000,6111.44,6111.44,0.000098239
716000,6111.44,6111.44,0.000099586
717000,6111.44,6111.44,0.000100217
718000,6111.44,6111.44,0.000094822
719000,6111.44,6111.44,0.000099333
720000,6111.44,6111.44,0.000097779
721000,6111.44,6111.44,0.000098194
722000,6111.44,6111.44,0.000098054
723000,6111.44,6111.44,0.000100647
724000,6111.44,6111.44,0.000100023
725000,6111.44,6111.44,0.000122897
726000,6111.44,6111.44,0.000099629
727000,6111.44,6111.44,0.00009756
728000,6111.44,6111.44,0.000098572
729000,6111.44,6111.44,0.000099815
730000,6111.44,6111.44,0.000098024
731000,6111.44,6111.44,0.000099822
732000,6111.44,6111.44,0.000098961
733000,6111.44,6111.44,0.000099928
734000,6111.44,6111.44,0.000097446
